BioSample	country
SAMEA1469487	Russia
SAMEA1469488	Russia
SAMEA1469489	Russia
SAMEA1469490	Russia
SAMEA1469491	Russia
SAMEA1469492	Russia
SAMEA1469493	Russia
SAMEA1469494	Russia
SAMEA1469495	Russia
SAMEA1469497	Russia
SAMEA1469498	Russia
SAMEA1469499	Russia
SAMEA1469500	Russia
SAMEA1469501	Russia
SAMEA1469502	Russia
SAMEA1469503	Russia
SAMEA1469504	Russia
SAMEA1469506	Russia
SAMEA1469507	Russia
SAMEA1469508	Russia
SAMEA1469509	United Kingdom
SAMEA1469510	Russia
SAMEA1469511	United Kingdom
SAMEA1469512	United Kingdom
SAMEA1469513	Russia
SAMEA1469514	Russia
SAMEA1469515	Russia
SAMEA1469516	Russia
SAMEA1469517	United Kingdom
SAMEA1469518	United Kingdom
SAMEA1469519	United Kingdom
SAMEA1469520	Russia
SAMEA1469521	United Kingdom
SAMEA1469522	Russia
SAMEA1469523	United Kingdom
SAMEA1469524	Russia
SAMEA1469525	United Kingdom
SAMEA1469526	Russia
SAMEA1469527	United Kingdom
SAMEA1469528	Russia
SAMEA1469529	Russia
SAMEA1469531	United Kingdom
SAMEA1469532	Russia
SAMEA1523352	Thailand
SAMEA1523353	South Africa
SAMEA1523354	South Africa
SAMEA1523355	South Africa
SAMEA1523356	South Africa
SAMEA1523357	South Africa
SAMEA1523358	Malaysia
SAMEA1523359	Thailand
SAMEA1523360	South Africa
SAMEA1523361	South Africa
SAMEA1523362	South Africa
SAMEA1523363	Malaysia
SAMEA1523364	South Africa
SAMEA1523365	South Africa
SAMEA1523366	Thailand
SAMEA1523367	Thailand
SAMEA1523369	South Africa
SAMEA1523371	Malaysia
SAMEA1523372	South Africa
SAMEA1523373	South Africa
SAMEA1523374	Thailand
SAMEA1523375	South Africa
SAMEA1523376	South Africa
SAMEA1523377	South Africa
SAMEA1523378	South Africa
SAMEA1523379	Malaysia
SAMEA1523380	South Africa
SAMEA1523381	South Africa
SAMEA1523382	Thailand
SAMEA1523383	Malaysia
SAMEA1523384	South Africa
SAMEA1523385	South Africa
SAMEA1523386	South Africa
SAMEA1523387	South Africa
SAMEA1523388	South Africa
SAMEA1523389	South Africa
SAMEA1706654	Netherlands
SAMEA1706656	Netherlands
SAMEA1706657	Netherlands
SAMEA1706658	Netherlands
SAMEA1706659	Netherlands
SAMEA1706660	Netherlands
SAMEA1706662	Netherlands
SAMEA1706663	Netherlands
SAMEA1706664	Netherlands
SAMEA1706665	Netherlands
SAMEA1706666	Netherlands
SAMEA1706667	Netherlands
SAMEA1706670	Netherlands
SAMEA1706671	Netherlands
SAMEA1706672	Netherlands
SAMEA1706673	Netherlands
SAMEA1706674	Netherlands
SAMEA1706675	Netherlands
SAMEA1706676	Netherlands
SAMEA1706677	Netherlands
SAMEA1706679	Netherlands
SAMEA1706680	Netherlands
SAMEA1706681	Netherlands
SAMEA1706682	Netherlands
SAMEA1706683	Netherlands
SAMEA1706684	Netherlands
SAMEA1706685	Netherlands
SAMEA1706686	Netherlands
SAMEA1706688	Netherlands
SAMEA1706689	Netherlands
SAMEA1706690	Netherlands
SAMEA1706691	Netherlands
SAMEA1706692	Netherlands
SAMEA1706693	Netherlands
SAMEA1706694	Netherlands
SAMEA1706695	Netherlands
SAMEA1706696	Netherlands
SAMEA1706697	Netherlands
SAMEA1706698	Netherlands
SAMEA1706699	Netherlands
SAMEA1706702	Netherlands
SAMEA1706704	Netherlands
SAMEA1706705	Netherlands
SAMEA1706706	Netherlands
SAMEA1706708	Netherlands
SAMEA1706709	Netherlands
SAMEA1707113	Russia
SAMEA1707114	Russia
SAMEA1707116	Russia
SAMEA1707117	Russia
SAMEA1707118	Russia
SAMEA1707120	Russia
SAMEA1707121	Russia
SAMEA1707124	Russia
SAMEA1707125	Russia
SAMEA1707126	Russia
SAMEA1707128	Russia
SAMEA1707130	Russia
SAMEA1707132	Russia
SAMEA1707134	Russia
SAMEA1707135	Russia
SAMEA1707137	Russia
SAMEA1707139	Russia
SAMEA1707141	Russia
SAMEA1707142	Russia
SAMEA1707144	Russia
SAMEA1707145	Russia
SAMEA1707146	Russia
SAMEA1707147	Russia
SAMEA1707148	Russia
SAMEA1707149	Russia
SAMEA1707150	Russia
SAMEA1707151	Russia
SAMEA1707152	Russia
SAMEA1707153	Russia
SAMEA1707154	Russia
SAMEA1707156	Russia
SAMEA1707157	Russia
SAMEA1707159	Russia
SAMEA1707160	Russia
SAMEA1707162	Russia
SAMEA1707163	Russia
SAMEA1707164	Russia
SAMEA1707165	Russia
SAMEA1707166	Russia
SAMEA1707167	Russia
SAMEA1707169	Russia
SAMEA1707170	Russia
SAMEA1707171	Russia
SAMEA1707175	Russia
SAMEA1707176	Russia
SAMEA1707179	Russia
SAMEA1707180	Russia
SAMEA1707182	Russia
SAMEA1707183	Russia
SAMEA1707184	Russia
SAMEA1707185	Russia
SAMEA1707186	Russia
SAMEA1707187	Russia
SAMEA1707188	Russia
SAMEA1707189	Russia
SAMEA1707191	Russia
SAMEA1707192	Russia
SAMEA1707194	Russia
SAMEA1707196	Russia
SAMEA1707197	Russia
SAMEA1707198	Russia
SAMEA1707199	Russia
SAMEA1707200	Russia
SAMEA1707201	Russia
SAMEA1707202	Russia
SAMEA1707203	Russia
SAMEA1707205	Russia
SAMEA1707206	Russia
SAMEA1707208	Russia
SAMEA1707210	Russia
SAMEA1707213	Russia
SAMEA1707215	Russia
SAMEA1707217	Russia
SAMEA1707218	Russia
SAMEA1707221	Russia
SAMEA1707223	Russia
SAMEA1707225	Russia
SAMEA1707226	Russia
SAMEA1707229	Russia
SAMEA1707230	Russia
SAMEA1707231	Russia
SAMEA1707233	Russia
SAMEA1707234	Russia
SAMEA1707235	Russia
SAMEA1707237	Russia
SAMEA1707239	Russia
SAMEA1707240	Russia
SAMEA1707242	Russia
SAMEA1707244	Russia
SAMEA1707246	Russia
SAMEA1707250	Russia
SAMEA1707252	Russia
SAMEA1707253	Russia
SAMEA1707257	Russia
SAMEA1707258	Russia
SAMEA1707261	Russia
SAMEA1707263	Russia
SAMEA1707264	Russia
SAMEA1707266	Russia
SAMEA1707267	Russia
SAMEA1707269	Russia
SAMEA1707270	Russia
SAMEA1707271	Russia
SAMEA1707272	Russia
SAMEA1707274	Russia
SAMEA1707275	Russia
SAMEA1707277	Russia
SAMEA1707278	Russia
SAMEA1707279	Russia
SAMEA1707280	Russia
SAMEA1707282	Russia
SAMEA1707284	Russia
SAMEA1707286	Russia
SAMEA1707287	Russia
SAMEA1707288	Russia
SAMEA1707290	Russia
SAMEA1707291	Russia
SAMEA1707292	Russia
SAMEA1707293	Russia
SAMEA1707295	Russia
SAMEA1707296	Russia
SAMEA1707298	Russia
SAMEA1707299	Russia
SAMEA1707300	Russia
SAMEA1707302	Russia
SAMEA1707304	Russia
SAMEA1707305	Russia
SAMEA1707307	Russia
SAMEA1707308	Russia
SAMEA1707310	Russia
SAMEA1707311	Russia
SAMEA1707312	Russia
SAMEA1707313	Russia
SAMEA1707315	Russia
SAMEA1707316	Russia
SAMEA1707317	Russia
SAMEA1707318	Russia
SAMEA1707320	Russia
SAMEA1707323	Russia
SAMEA1707325	Russia
SAMEA1707327	Russia
SAMEA1707329	Russia
SAMEA1707330	Russia
SAMEA1707331	Russia
SAMEA1707332	Russia
SAMEA1707334	Russia
SAMEA1707335	Russia
SAMEA1707337	Russia
SAMEA1707338	Russia
SAMEA1707339	Russia
SAMEA1707340	Russia
SAMEA1707342	Russia
SAMEA1707344	Russia
SAMEA1707346	Russia
SAMEA1707347	Russia
SAMEA1707348	Russia
SAMEA1707351	Russia
SAMEA1707352	Russia
SAMEA1707353	Russia
SAMEA1707355	Russia
SAMEA1707356	Russia
SAMEA1707358	Russia
SAMEA1707359	Russia
SAMEA1707360	Russia
SAMEA1707361	Russia
SAMEA1707362	Russia
SAMEA1707364	Russia
SAMEA1707366	Russia
SAMEA1707368	Russia
SAMEA1707370	Russia
SAMEA1707373	Russia
SAMEA1707375	Russia
SAMEA1707377	Russia
SAMEA1707379	Russia
SAMEA1707380	Russia
SAMEA1707383	Russia
SAMEA1707384	Russia
SAMEA1707385	Russia
SAMEA1707387	Russia
SAMEA1707388	Russia
SAMEA1707390	Russia
SAMEA1707391	Russia
SAMEA1707393	Russia
SAMEA1707394	Russia
SAMEA1707396	Russia
SAMEA1707397	Russia
SAMEA1707398	Russia
SAMEA1707399	Russia
SAMEA1707400	Russia
SAMEA1707401	Russia
SAMEA1707402	Russia
SAMEA1707403	Russia
SAMEA1707405	Russia
SAMEA1707406	Russia
SAMEA1707407	Russia
SAMEA1707408	Russia
SAMEA1707410	Russia
SAMEA1707412	Russia
SAMEA1707413	Russia
SAMEA1707414	Russia
SAMEA1707415	Russia
SAMEA1707417	Russia
SAMEA1707418	Russia
SAMEA1707419	Russia
SAMEA1707421	Russia
SAMEA1707422	Russia
SAMEA1707424	Russia
SAMEA1707425	Russia
SAMEA1707426	Russia
SAMEA1707427	Russia
SAMEA1707431	Russia
SAMEA1707433	Russia
SAMEA1707434	Russia
SAMEA1707435	Russia
SAMEA1707437	Russia
SAMEA1707438	Russia
SAMEA1707440	Russia
SAMEA1707442	Russia
SAMEA1707443	Russia
SAMEA1707446	Russia
SAMEA1707448	Russia
SAMEA1707450	Russia
SAMEA1707451	Russia
SAMEA1707452	Russia
SAMEA1707455	Russia
SAMEA1707457	Russia
SAMEA1707458	Russia
SAMEA1707460	Russia
SAMEA1707464	Russia
SAMEA1707466	Russia
SAMEA1707467	Russia
SAMEA1707468	Russia
SAMEA1707470	Russia
SAMEA1707471	Russia
SAMEA1707473	Russia
SAMEA1707475	Russia
SAMEA1707477	Russia
SAMEA1707478	Russia
SAMEA1707479	Russia
SAMEA1707480	Russia
SAMEA1707482	Russia
SAMEA1707484	Russia
SAMEA1707486	Russia
SAMEA1707487	Russia
SAMEA1707488	Russia
SAMEA1707490	Russia
SAMEA1707491	Russia
SAMEA1707494	Russia
SAMEA1707496	Russia
SAMEA1707498	Russia
SAMEA1707500	Russia
SAMEA1707502	Russia
SAMEA1707504	Russia
SAMEA1707505	Russia
SAMEA1707507	Russia
SAMEA1707508	Russia
SAMEA1707509	Russia
SAMEA1707511	Russia
SAMEA1707512	Russia
SAMEA1707513	Russia
SAMEA1707514	Russia
SAMEA1707516	Russia
SAMEA1707518	Russia
SAMEA1707519	Russia
SAMEA1707520	Russia
SAMEA1707521	Russia
SAMEA1707523	Russia
SAMEA1707524	Russia
SAMEA1707526	Russia
SAMEA1707527	Russia
SAMEA1707529	Russia
SAMEA1707530	Russia
SAMEA1707532	Russia
SAMEA1707533	Russia
SAMEA1707535	Russia
SAMEA1707536	Russia
SAMEA1707537	Russia
SAMEA1707538	Russia
SAMEA1707539	Russia
SAMEA1707540	Russia
SAMEA1707542	Russia
SAMEA1707543	Russia
SAMEA1707544	Russia
SAMEA1707545	Russia
SAMEA1707547	Russia
SAMEA1707548	Russia
SAMEA1707549	Russia
SAMEA1707551	Russia
SAMEA1707552	Russia
SAMEA1707556	Russia
SAMEA1707557	Russia
SAMEA1707558	Russia
SAMEA1707560	Russia
SAMEA1707562	Russia
SAMEA1707564	Russia
SAMEA1707565	Russia
SAMEA1707567	Russia
SAMEA1707569	Russia
SAMEA1707573	Russia
SAMEA1707574	Russia
SAMEA1707575	Russia
SAMEA1707577	Russia
SAMEA1707579	Russia
SAMEA20450668	United Kingdom
SAMEA2682672	Peru
SAMEA2682673	Peru
SAMEA2682674	Peru
SAMEA2682675	Peru
SAMEA2682676	Peru
SAMEA2682677	Peru
SAMEA2682678	Peru
SAMEA2682679	Peru
SAMEA2682680	Peru
SAMEA2682681	Peru
SAMEA2682682	Peru
SAMEA2682683	Peru
SAMEA2682684	Peru
SAMEA2682685	Peru
SAMEA2682686	Peru
SAMEA2682687	Peru
SAMEA2682688	Peru
SAMEA2682689	Peru
SAMEA2682690	Peru
SAMEA2682691	Peru
SAMEA2682692	Peru
SAMEA2682693	Peru
SAMEA2682694	Peru
SAMEA2682695	Peru
SAMEA2682696	Peru
SAMEA2682697	Peru
SAMEA2682698	Peru
SAMEA2682699	Peru
SAMEA2682700	Peru
SAMEA2682701	Peru
SAMEA2682702	Peru
SAMEA2682703	Peru
SAMEA2682704	Peru
SAMEA2682705	Peru
SAMEA2682706	Peru
SAMEA2682707	Peru
SAMEA2682708	Peru
SAMEA2682709	Peru
SAMEA2682710	Peru
SAMEA2682711	Peru
SAMEA2682712	Peru
SAMEA2682713	Peru
SAMEA2682714	Peru
SAMEA2682715	Peru
SAMEA2682716	Peru
SAMEA2682717	Peru
SAMEA2682718	Peru
SAMEA2682719	Peru
SAMEA2682720	Peru
SAMEA2682721	Peru
SAMEA2682722	Peru
SAMEA2682723	Peru
SAMEA2682724	Peru
SAMEA2682725	Peru
SAMEA2682726	Peru
SAMEA2682727	Peru
SAMEA2682728	Peru
SAMEA2682729	Peru
SAMEA2682730	Peru
SAMEA2682731	Peru
SAMEA2682732	Peru
SAMEA2682733	Peru
SAMEA2682734	Peru
SAMEA2682735	Peru
SAMEA2682736	Peru
SAMEA2682737	Peru
SAMEA2682738	Peru
SAMEA2682739	Peru
SAMEA2682740	Peru
SAMEA2682741	Peru
SAMEA2682742	Peru
SAMEA2682743	Peru
SAMEA2682744	Peru
SAMEA2682745	Peru
SAMEA2682746	Peru
SAMEA2682747	Peru
SAMEA2682748	Peru
SAMEA2682749	Peru
SAMEA2682750	Peru
SAMEA2682751	Peru
SAMEA2682752	Peru
SAMEA2682753	Peru
SAMEA2682754	Peru
SAMEA2682755	Peru
SAMEA2682756	Peru
SAMEA2682757	Peru
SAMEA2682758	Peru
SAMEA2682759	Peru
SAMEA2682760	Peru
SAMEA2682761	Peru
SAMEA2682762	Peru
SAMEA2682763	Peru
SAMEA2682764	Peru
SAMEA2682765	Peru
SAMEA2682766	Peru
SAMEA2682767	Peru
SAMEA2682768	Peru
SAMEA2682769	Peru
SAMEA2682770	Peru
SAMEA2682771	Peru
SAMEA2682772	Peru
SAMEA2682773	Peru
SAMEA2682774	Peru
SAMEA2682775	Peru
SAMEA2682776	Peru
SAMEA2682777	Peru
SAMEA2682778	Peru
SAMEA2682779	Peru
SAMEA2682780	Peru
SAMEA2682781	Peru
SAMEA2682783	Peru
SAMEA2682784	Peru
SAMEA2682785	Peru
SAMEA2682786	Peru
SAMEA2682788	Peru
SAMEA2682789	Peru
SAMEA2682790	Peru
SAMEA2682791	Peru
SAMEA2682792	Peru
SAMEA2682793	Peru
SAMEA2682794	Peru
SAMEA2682795	Peru
SAMEA2682796	Peru
SAMEA2682797	Peru
SAMEA2682798	Peru
SAMEA2682799	Peru
SAMEA2682800	Peru
SAMEA2682802	Peru
SAMEA2682803	Peru
SAMEA2682804	Peru
SAMEA2682805	Peru
SAMEA2682806	Peru
SAMEA2682807	Peru
SAMEA2682808	Peru
SAMEA2682809	Peru
SAMEA2682810	Peru
SAMEA2682811	Peru
SAMEA2682812	Peru
SAMEA2682813	Peru
SAMEA2682814	Peru
SAMEA2682815	Peru
SAMEA2682816	Peru
SAMEA2682817	Peru
SAMEA2682818	Peru
SAMEA2682819	Peru
SAMEA2682820	Peru
SAMEA2682821	Peru
SAMEA2682822	Peru
SAMEA2682823	Peru
SAMEA2682824	Peru
SAMEA2682825	Peru
SAMEA2682826	Peru
SAMEA2682827	Peru
SAMEA2682828	Peru
SAMEA2682829	Peru
SAMEA2682830	Peru
SAMEA2682831	Peru
SAMEA2682832	Peru
SAMEA2682833	Peru
SAMEA2682834	Peru
SAMEA2682836	Peru
SAMEA2682837	Peru
SAMEA2682838	Peru
SAMEA2682839	Peru
SAMEA2682840	Peru
SAMEA2682841	Peru
SAMEA2682842	Peru
SAMEA2682843	Peru
SAMEA2682844	Peru
SAMEA2682845	Peru
SAMEA2682846	Peru
SAMEA2682847	Peru
SAMEA2682848	Peru
SAMEA2682849	Peru
SAMEA2682850	Peru
SAMEA2682851	Peru
SAMEA2682852	Peru
SAMEA2682853	Peru
SAMEA2682854	Peru
SAMEA2682855	Peru
SAMEA2682856	Peru
SAMEA2682857	Peru
SAMEA2682858	Peru
SAMEA2682859	Peru
SAMEA2682860	Peru
SAMEA2682861	Peru
SAMEA2682862	Peru
SAMEA2682863	Peru
SAMEA2682864	Peru
SAMEA2682865	Peru
SAMEA2682866	Peru
SAMEA2682867	Peru
SAMEA2682868	Peru
SAMEA2682869	Peru
SAMEA2682870	Peru
SAMEA2682871	Peru
SAMEA2682872	Peru
SAMEA2682873	Peru
SAMEA2682874	Peru
SAMEA2682875	Peru
SAMEA2682876	Peru
SAMEA2682877	Peru
SAMEA2682878	Peru
SAMEA2682879	Peru
SAMEA2682880	Peru
SAMEA2682881	Peru
SAMEA2682882	Peru
SAMEA2682883	Peru
SAMEA2682884	Peru
SAMEA2682885	Peru
SAMEA2682886	Peru
SAMEA2682887	Peru
SAMEA2682888	Peru
SAMEA2682889	Peru
SAMEA2682890	Peru
SAMEA2682891	Peru
SAMEA2682892	Peru
SAMEA2682893	Peru
SAMEA2682894	Peru
SAMEA2682895	Peru
SAMEA2682896	Peru
SAMEA2682897	Peru
SAMEA2682898	Peru
SAMEA2682899	Peru
SAMEA2682900	Peru
SAMEA2682901	Peru
SAMEA2682902	Peru
SAMEA2682904	Peru
SAMEA2682905	Peru
SAMEA2682906	Peru
SAMEA2682907	Peru
SAMEA2682908	Peru
SAMEA2682909	Peru
SAMEA2682910	Peru
SAMEA2682911	Peru
SAMEA2682912	Peru
SAMEA2682913	Peru
SAMEA2682914	Peru
SAMEA2682915	Peru
SAMEA2682916	Peru
SAMEA2682917	Peru
SAMEA2682918	Peru
SAMEA2682919	Peru
SAMEA2682920	Peru
SAMEA2682921	Peru
SAMEA2682922	Peru
SAMEA2682923	Peru
SAMEA2682924	Peru
SAMEA2682925	Peru
SAMEA2682926	Peru
SAMEA2682927	Peru
SAMEA2682928	Peru
SAMEA2682929	Peru
SAMEA2682930	Peru
SAMEA2682931	Peru
SAMEA2682932	Peru
SAMEA2682933	Peru
SAMEA2682934	Peru
SAMEA2682935	Peru
SAMEA2682936	Peru
SAMEA2682937	Peru
SAMEA2682938	Peru
SAMEA2682939	Peru
SAMEA2682940	Peru
SAMEA2682941	Peru
SAMEA2682942	Peru
SAMEA2682943	Peru
SAMEA2682945	Peru
SAMEA2682946	Peru
SAMEA2682947	Peru
SAMEA2682948	Peru
SAMEA2682949	Peru
SAMEA2682950	Peru
SAMEA2682951	Peru
SAMEA2682952	Peru
SAMEA2682953	Peru
SAMEA2682954	Peru
SAMEA2682955	Peru
SAMEA2682956	Peru
SAMEA2682957	Peru
SAMEA2682958	Peru
SAMEA2682959	Peru
SAMEA2682960	Peru
SAMEA2682961	Peru
SAMEA2682962	Peru
SAMEA2682963	Peru
SAMEA2682964	Peru
SAMEA2682965	Peru
SAMEA2682966	Peru
SAMEA2682967	Peru
SAMEA2682968	Peru
SAMEA2682969	Peru
SAMEA2682970	Peru
SAMEA2682971	Peru
SAMEA2682972	Peru
SAMEA2682973	Peru
SAMEA2682974	Peru
SAMEA2682975	Peru
SAMEA2682976	Peru
SAMEA2682977	Peru
SAMEA2682978	Peru
SAMEA2682979	Peru
SAMEA2682980	Peru
SAMEA2682981	Peru
SAMEA2682982	Peru
SAMEA2682983	Peru
SAMEA2682984	Peru
SAMEA2682985	Peru
SAMEA2682986	Peru
SAMEA2682987	Peru
SAMEA2682988	Peru
SAMEA2682989	Peru
SAMEA2682990	Peru
SAMEA2682991	Peru
SAMEA2682992	Peru
SAMEA2682993	Peru
SAMEA2682994	Peru
SAMEA2682995	Peru
SAMEA2682996	Peru
SAMEA2682997	Peru
SAMEA2682998	Peru
SAMEA2683000	Peru
SAMEA2683001	Peru
SAMEA2683002	Peru
SAMEA2683003	Peru
SAMEA2683004	Peru
SAMEA2683005	Peru
SAMEA2683006	Peru
SAMEA2683007	Peru
SAMEA2683008	Peru
SAMEA2683009	Peru
SAMEA2683010	Peru
SAMEA2683011	Peru
SAMEA2683012	Peru
SAMEA2683013	Peru
SAMEA2683014	Peru
SAMEA2683015	Peru
SAMEA2683016	Peru
SAMEA2683017	Peru
SAMEA2683018	Peru
SAMEA2683019	Peru
SAMEA2683020	Peru
SAMEA2683021	Peru
SAMEA2683022	Peru
SAMEA2683023	Peru
SAMEA2683024	Peru
SAMEA2683025	Peru
SAMEA2683026	Peru
SAMEA2683027	Peru
SAMEA2683028	Peru
SAMEA2683029	Peru
SAMEA2683030	Peru
SAMEA2683031	Peru
SAMEA2683032	Peru
SAMEA2683033	Peru
SAMEA2683034	Peru
SAMEA2683035	Peru
SAMEA2683036	Peru
SAMEA2683037	Peru
SAMEA2683038	Peru
SAMEA2683039	Peru
SAMEA2683040	Peru
SAMEA2683041	Peru
SAMEA2683042	Peru
SAMEA2683043	Peru
SAMEA2683044	Peru
SAMEA2683045	Peru
SAMEA2683046	Peru
SAMEA2683047	Peru
SAMEA2683048	Peru
SAMEA2683049	Peru
SAMEA2683050	Peru
SAMEA2683051	Peru
SAMEA2683052	Peru
SAMEA2683053	Peru
SAMEA2683054	Peru
SAMEA2683055	Peru
SAMEA2683056	Peru
SAMEA2683057	Peru
SAMEA2683058	Peru
SAMEA2683059	Peru
SAMEA2683060	Peru
SAMEA2683061	Peru
SAMEA2683062	Peru
SAMEA2683063	Peru
SAMEA2683064	Peru
SAMEA2683065	Peru
SAMEA2683066	Peru
SAMEA2683067	Peru
SAMEA2683068	Peru
SAMEA2683069	Peru
SAMEA2683070	Peru
SAMEA2683071	Peru
SAMEA2683072	Peru
SAMEA2683073	Peru
SAMEA2683074	Peru
SAMEA2683075	Peru
SAMEA2683076	Peru
SAMEA2683077	Peru
SAMEA2683078	Peru
SAMEA2683079	Peru
SAMEA2683080	Peru
SAMEA2683081	Peru
SAMEA2683082	Peru
SAMEA2683083	Peru
SAMEA2683084	Peru
SAMEA2683085	Peru
SAMEA2683086	Peru
SAMEA2683087	Peru
SAMEA2683088	Peru
SAMEA2683089	Peru
SAMEA2683090	Peru
SAMEA2683091	Peru
SAMEA2683092	Peru
SAMEA2683093	Peru
SAMEA2683094	Peru
SAMEA2683095	Peru
SAMEA2683096	Peru
SAMEA2683097	Peru
SAMEA2683098	Peru
SAMEA2683099	Peru
SAMEA2683100	Peru
SAMEA2683101	Peru
SAMEA2683102	Peru
SAMEA2683103	Peru
SAMEA2683104	Peru
SAMEA2683105	Peru
SAMEA2683106	Peru
SAMEA2683107	Peru
SAMEA2683108	Peru
SAMEA2683109	Peru
SAMEA2683110	Peru
SAMEA2683111	Peru
SAMEA2683112	Peru
SAMEA2683113	Peru
SAMEA2683114	Peru
SAMEA2683115	Peru
SAMEA2683116	Peru
SAMEA2683117	Peru
SAMEA2683118	Peru
SAMEA2683119	Peru
SAMEA2683120	Peru
SAMEA2683121	Peru
SAMEA2683122	Peru
SAMEA2683123	Peru
SAMEA2683124	Peru
SAMEA2683125	Peru
SAMEA2683126	Peru
SAMEA2683127	Peru
SAMEA2683128	Peru
SAMEA2683129	Peru
SAMEA2683130	Peru
SAMEA2683131	Peru
SAMEA2683132	Peru
SAMEA2683133	Peru
SAMEA2683134	Peru
SAMEA2683135	Peru
SAMEA2683136	Peru
SAMEA2683137	Peru
SAMEA2683138	Peru
SAMEA2683139	Peru
SAMEA2683140	Peru
SAMEA2683141	Peru
SAMEA2683142	Peru
SAMEA2683143	Peru
SAMEA2683144	Peru
SAMEA2683145	Peru
SAMEA2683146	Peru
SAMEA2683147	Peru
SAMEA2683148	Peru
SAMEA3246143	Ethiopia
SAMEA3250476	Ethiopia
SAMEA3250477	Ethiopia
SAMEA3250478	Ethiopia
SAMEA3250479	Ethiopia
SAMEA3539300	Germany
SAMEA4358966	Morocco
SAMEA4554917	Morocco
SAMEA5208902	India
SAMEA5208903	India
SAMEA5208904	India
SAMEA5803801	France
SAMEA5851863	Sweden
SAMEA7336314	United Kingdom
SAMEA7336315	United Kingdom
SAMEA7336316	Netherlands
SAMEA7336317	Germany
SAMEA7336318	Germany
SAMEA787702	Uganda
SAMEA787703	Uganda
SAMEA787704	Uganda
SAMEA787705	Uganda
SAMEA787706	Uganda
SAMEA787707	Uganda
SAMEA787708	Uganda
SAMEA787709	Uganda
SAMEA787710	Uganda
SAMEA787711	Uganda
SAMEA787712	Uganda
SAMEA787713	Uganda
SAMEA787714	Uganda
SAMEA787715	Uganda
SAMEA787716	Uganda
SAMEA787717	Uganda
SAMEA787718	Uganda
SAMEA787719	Uganda
SAMEA787720	Uganda
SAMEA787721	Uganda
SAMEA787722	Uganda
SAMEA787723	Uganda
SAMEA787724	Uganda
SAMEA787725	Uganda
SAMEA787726	Uganda
SAMEA787727	Uganda
SAMEA787728	Uganda
SAMEA787729	Uganda
SAMEA787730	Uganda
SAMEA787731	Uganda
SAMEA787732	Uganda
SAMEA787733	Uganda
SAMEA787734	Uganda
SAMEA787735	Uganda
SAMEA787736	Uganda
SAMEA787737	Uganda
SAMEA787738	Uganda
SAMEA787739	Uganda
SAMEA787740	Uganda
SAMEA787741	Uganda
SAMEA787742	Uganda
SAMEA787743	Uganda
SAMEA787744	Uganda
SAMEA787745	Uganda
SAMEA787746	Uganda
SAMEA787747	Uganda
SAMEA787748	Uganda
SAMEA787750	Uganda
SAMEA787752	Uganda
SAMEA787754	Uganda
SAMEA787756	Uganda
SAMEA961569	United Kingdom
SAMEA961570	United Kingdom
SAMEA961571	United Kingdom
SAMEA961572	United Kingdom
SAMEA961574	United Kingdom
SAMEA961575	United Kingdom
SAMEA961578	United Kingdom
SAMEA961579	United Kingdom
SAMEA961581	United Kingdom
SAMEA961582	United Kingdom
SAMEA961583	United Kingdom
SAMEA961584	United Kingdom
SAMEA961585	United Kingdom
SAMEA961586	United Kingdom
SAMEA961587	United Kingdom
SAMEA961588	United Kingdom
SAMEA961589	United Kingdom
SAMEA961590	United Kingdom
SAMEA961591	United Kingdom
SAMEA961592	United Kingdom
SAMEA961593	United Kingdom
SAMEA961594	United Kingdom
SAMEA961595	United Kingdom
SAMEA961596	United Kingdom
SAMEA961597	United Kingdom
SAMEA961598	United Kingdom
SAMEA961599	United Kingdom
SAMEA961600	United Kingdom
SAMEA961601	United Kingdom
SAMEA961602	United Kingdom
SAMEA961603	United Kingdom
SAMEA961604	United Kingdom
SAMEA961605	United Kingdom
SAMEA961606	United Kingdom
SAMEA961607	United Kingdom
SAMEA961608	United Kingdom
SAMEA961609	United Kingdom
SAMEA961610	United Kingdom
SAMEA961611	United Kingdom
SAMEA961612	United Kingdom
SAMEA961613	United Kingdom
SAMEA961614	United Kingdom
SAMEA961616	United Kingdom
SAMEA961617	United Kingdom
SAMEA961618	United Kingdom
SAMEA961619	United Kingdom
SAMEA961621	United Kingdom
SAMEA961622	United Kingdom
SAMEA961623	United Kingdom
SAMEA961624	United Kingdom
SAMEA961625	United Kingdom
SAMEA961626	United Kingdom
SAMEA961627	United Kingdom
SAMEA961628	United Kingdom
SAMEA961629	United Kingdom
SAMEA961630	United Kingdom
SAMEA961631	United Kingdom
SAMEA961632	United Kingdom
SAMEA961633	United Kingdom
SAMEA961634	United Kingdom
SAMEA961636	United Kingdom
SAMEA961637	United Kingdom
SAMEA961638	United Kingdom
SAMEA961639	United Kingdom
SAMEA961640	United Kingdom
SAMEA961641	United Kingdom
SAMEA961642	United Kingdom
SAMEA961643	United Kingdom
SAMEA961645	United Kingdom
SAMEA961646	United Kingdom
SAMEA961647	United Kingdom
SAMEA961648	United Kingdom
SAMEA961649	United Kingdom
SAMEA961650	United Kingdom
SAMEA961651	United Kingdom
SAMEA961652	United Kingdom
SAMEA961653	United Kingdom
SAMEA961654	United Kingdom
SAMEA961655	United Kingdom
SAMEA961656	United Kingdom
SAMEA961657	United Kingdom
